Nikhil Mahadevan,pfizer.com,Pfizer Inc,nan,1
Jina Huh (Huh-Yoo),drexel.edu,Drexel University,Wanda Pratt##Mark Ackerman##Andrea L. (Civan) Hartzler##David W. McDonald##Bum Chul Kwon##Albert Park##Jaegul Choo##Ji Soo Yi##Sung-Hee Kim##Sukwon Lee##Meliha Yetisgen##Kori Inkpen##Leslie S. Liu##Thomas Erickson##Wei Peng##Minje Choi##Shaheen Kanthawala##Xiaoqian Jiang##R K E Bellamy##Wendy A. Kellogg,1
Denae Ford,microsoft.com,nan,Chris Parnin##Thomas Zimmermann##Nachiappan Nagappan##Paige Rodeghero##Alexander Serebrenik##Emerson Murphy-Hill##Titus Barik##Margaret-Anne Storey##Justin Smith##Brittany I. Johnson##Christian Bird##Mahnaz Behroozi##Philip Guo##Laura Dabbish##Reed Milewicz##Rahul Pandita##Sarah Heckman##David Lo##Chandra Maddila##Fannie Liu,1
Vasco Amaral,fct.unl.pt,NOVA University of Lisbon,Miguel Goulão##Bruno Barroca##Ankica Barišić##Joao Araujo##Ana Moreira##Mauricio Alferez##Uirá Kulesza##Paulo Carreira##Levi Lucio##Didier Buchs##Sven Helmer##Matteo Risoldi##Guido Moerkotte##Antonio Amorim##Hans Vangheluwe##Cláudio Ângelo Gonçalves Gomes##Manuel Wimmer##Antonio Vallecillo##Alexander Egyed##Jordi Cabot,1
Fei Shu,mail.mcgill.ca,McGill University,Vincent Larivière##Charles-Antoine Julien##Philippe Mongeon##Stefanie Haustein##Elise Smith##Juan Pablo Alperin##Kyle Siler##Jesse David Dinneen##Adèle Paul-Hus##jamshid beheshti##Emily Sheepy,1
Zhuo Chen,csiro.au,CSIRO,Branka Vucetic##Jinhong Yuan##Yonghui Li##Peng Cheng##Iain Collings##Hajime Suzuki##Zhendong Zhou##Jian (Andrew) Zhang##Maged Elkashlan##Douglas B. Hayman##Prof. Y. Jay Guo##Wei Ni##Phee Lep Yeoh##Yun Rui##Frank de Hoog##Chang Kyung Sung##Jun Li##Ingmar Land##Meixia Tao##Yi Hong,1
Siome Goldenstein,google.com,Google,Dr. Anderson Rocha (Associate Profes...##Jacques Wainer##Dimitris N. Metaxas##Zanoni Dias##Christian Vogler##Luiz Velho##Eduardo Valle##Herbert F Jelinek##Ricardo da Silva Torres##Tiago Carvalho Ph.D.##Sandra Avila##Vanessa Testoni PhD##Luiz César Martini##Gabriel Taubin##Fernanda Andaló Ph.D.##Felipe Leonel Grijalva Arévalo (ORCI...##Fernando de Goes##Cecilia Baranauskas##Dinei Florencio##Daniel Hauagge,1
Vivek K. Singh,mit.edu,nan,Ramesh Jain##Alex `Sandy' Pentland##Pradeep Atrey##Mohan Kankanhalli##Erez Shmueli##Dhiraj Joshi##Hamed Pirsiavash##Jiebo Luo##K. R. Ramakrishnan##Tat-Seng Chua##Mukesh Kumar Saini##Benoit Huet##Marco Paleari##Aditi Majumder,1
Ramy Eskander,columbia.edu,Columbia University,Nizar Habash##Owen Rambow##Mohamed Al-Badrashiny##Mona Diab##Arfath Pasha##Ryan Roth##Nadi Tomeh##Smaranda Muresan##Abdelati Hawwari##Wael Salloum##Seth Kulick##Judith Klavans##Mohammed Attia##Heba Elfardy##Maryam Aminian##Pradeep Dasigi##Stephen Grimes Ph.D.##Mohammad Salameh##Houda Bouamor PhD##Nasser Zalmout,1
Nicolas Roussel,inria.fr,Inria,Géry Casiez##Stéphane Conversy##Michel Beaudouin-Lafon##Wendy E. Mackay##Olivier Chapuis##Thomas Pietrzak##Catherine Plaisant##Hilary Hutchinson##Bo Westerlund##Daniel Vogel##Benjamin B. Bederson##Allison Druin##Anatole Lécuyer##Andéol Evain##Jonathan Aceituno##Ferran Argelaguet##Frédéric Giraud##Alix Goguey##Fanny Chevalier##Hakim SI-MOHAMMED,1
Byron Cook,cs.ucl.ac.uk,UCL,Josh Berdine##Andreas Podelski##Andrey Rybalchenko##Peter O'Hearn##Nir Piterman##Thomas Ball##Daniel Kroening##John Launchbury##Dino Distefano##Moshe Y. Vardi##Samin Ishtiaq##Mooly Sagiv##Sriram Rajamani##Hongseok Yang##Natasha Sharygina##Carsten Fuhs##Jasmin Fisher##Stephen Magill##Shuvendu Lahiri##Marc Brockschmidt,1
Yong Ge,email.arizona.edu,University of Arizona,nan,1
Chris Jay Hoofnagle,berkeley.edu,University of California,Nathan Good##Jennifer King PhD##Joseph Turow##Amy Bleakley##Jan Whittington##Daniel Solove##Quentin Mayo##Aaron Perzanowski##Jens Grossklags##Michael Waidner##Ioannis Krontiris##B. van der Sloot##Damon McCoy##Alvaro A. Cardenas##John Chuang##Svetlana Radosavac##Guda van Noort##Natali Helberger##Sophie C. Boerman##Mark Hoofnagle,1
Oleksandr Polozov,google.com,Google,Sumit Gulwani##Rishabh Singh##Marc Brockschmidt##Prateek Jain##Gustavo Soares##Richard Shin##Matthew Richardson##Miltiadis Allamanis##Mark Marron##Benjamin Zorn##Vu Le##Loris D'Antoni##Bjoern Hartmann##Mikaël Mayer##Po-Sen Huang##Christopher Meek##Xiaodong Liu##Dhruv Batra##Alexander L Gaunt##Ahmed Hassan Awadallah,1
Sally Hamouda,vt.edu,nan,nan,1
Kemal Oflazer,cs.cmu.edu,Carnegie Mellon University in Qatar,nan,1
Joel Ouaknine,mpi-sws.org,Max Planck Institute for Software Systems,nan,1
Andy Zaidman,tudelft.nl,Delft University of Technology,Arie van Deursen##Annibale Panichella##Fabio Palomba##Moritz Beller (Inventitech)##Serge Demeyer##Andrea De Lucia##Georgios Gousios##Hans-Gerhard Gross##Cor-Paul Bezemer##Leon Moonen##Alexander Serebrenik##Rocco Oliveto##Tiago Espinha##Margaret-Anne Storey##Dario Di Nucci##Petra Heck##Sebastiano Panichella##Carmine Vassallo##Filomena FERRUCCI##Xavier Devroey,1
M Dahlin,cs.utexas.edu,University of Texas,nan,1
Hongwei Zhang,hit.edu.cn,Harbin Institute of Technology Shenzhen,F.L. Lewis##Abhijit Das##Kristian Hengster- Movric##Wang Dan##Zhouhua Peng##Zhihua Qu##Zhongkui Li##Jie Huang##Zhang Jilie##Qiang Jiao##Lihua Xie##Professor Zhiyong Chen##Jie Chen,1
Pablo Noriega,iiia.csic.es,CSIC,Carles Sierra##Juan Antonio Rodriguez Aguilar##Vicent Botti##Julian Padget##Josep LLuis Arcos##Estefanía Argente##Marc Esteva##Natalia Criado##Dr. Andres Garcia-Camino PhD in Arti...##Mark d'Inverno##Adriana Giret##harko verhagen##Simon Parsons##Huib Aldewereld##Antonio Garrido##Nick Jennings##Marta Poblet##Michael Luck##Fornara Nicoletta##Leendert (Leon) van der Torre,1
Mohamad Iskandar Petra,ubd.edu.bn,Universiti Brunei Darussalam,Liyanage C De Silva (LC De Silva)##C M Lim##Keith Blow##Dr Tan Kha Sheng,1
Tianming Hu,dgut.edu.cn,nan,nan,1
Luis G C Pacheco,ufba.br,Federal University of Bahia,Vasco Ariston de Carvalho Azevedo##Raphael Hirata Junior##Ana Luíza de Mattos Guaraldi##Artur Luiz da Costa da Silva##Rommel Ramos##Siomar de Castro Soares##Christopher  G Dowson,1
Brett M Meyer,uvm.edu,University of Vermont,nan,1
Dennis Prangle,bristol.ac.uk,Bristol University,Paul Fearnhead##Scott Sisson##Michael Blum##Matthew A. Nunes##Tom Ryder##Andrew Golightly##Richard G. Everitt##Theodore Kypraios##A.S.McGough##Patrick Biggs##Murray Cox##Nigel French##Peter Neal##Gordana Popovic##Chris. J. Oates##Guilherme Rodrigues##Richard Sibly##Elske van der Vaart##Wil O C Ward##Mauricio A. Álvarez,1
France Belanger,vt.edu,Virginia Tech,Lemuria Carter##Robert E. Crossler##Craig Van Slyke##Mary Beth Watson-Manheim##Dianne H. Jordan##Ludwig Christian Schaupp##Weiguo Fan Patrick Fan##Michael Hsiao##Heng Xu##Jerry Park##Ross Hightower##Manju Ahuja##Reza Barkhi##Ramon Rufin##Richard D. Johnson##Anjala Krishen##Traci Carte##Brad S. Trinkle##Dustin Ormond##Tilahun Muluneh Arage,1
Gabriela Csurka,naverlabs.com,nan,Florent Perronnin##Stéphane Clinchant##Jutta Willamowski##Christopher R. Dance##Luca Marchesotti##Diane Larlus##Jakob Verbeek##Thomas Mensink##Boris Chidlovskii##Olivier Faugeras##Joseph O Ruanaidh##Thierry Pun##Radu Patrice Horaud##Sandra Skaff##Claudio Cifarelli##David Demirdjian##Craig Saunders##Teofilo Emidio de Campos##Guillaume Jacquet##Zhengyou Zhang,1
Douglas B. Hayman,csiro.au,CSIRO,Stuart G Hay##Trevor S. Bird##Dr. Aaron Chippendale##Alex  Dunning##Zhuo Chen##Hajime Suzuki##Joseph Pathikulangara##Ken Smart##Iain Collings##Stephanie Smith##Aidan Hotan##ron beresford##John Bunton##nasiha nikolic##Paul Roberts##Tim Cornwell##Dr. Grant Hampson##Daniel George##Hedley Jes Hansen##John Tuthill,1
Nishtha Langer,rpi.edu,Rensselaer Polytechnic Institute,Amit Mehra##Ravi Bapna##Ram Gopal##Chris Forman##sunder kekre##sandra slaughter##Alok Gupta##Alan Scheller-Wolf##Deepa Mani##Baohong Sun##Tarun Jain##Kannan Srikanth##William G. Obenauer##Manuel Wiesche##Mary Beth Watson-Manheim##Manju Ahuja##Damien Joseph##Emmanuelle Vaast##Anandasivam Gopal##Shizhen (Jasper) Jia,1
Elaine P M de Sousa,icmc.usp.br,University of São Paulo,nan,1
Matthew J Phillips,qut.edu.au,Queensland University of Technology,nan,1
Tang Jie,tsinghua.edu.cn,Tsinghua University,Juanzi Li##Jing Zhang##Yuxiao Dong##Jimeng Sun##Sen Wu##Ying Ding##Duo Zhang##Tiancheng Lou##Zi Yang##Jiawei Han##Nitesh V Chawla##Lu Liu##Qiong Luo##Chenhao Tan##acm fong##Honglei Zhuang##Marie-Francine Moens##Bing He##Yizhou Sun##Yuan Zhang,1
Felipe P. G. Bergo,hc.unicamp.br,Unicamp,Fernando Cendes##Falcao A.X.##Ana Carolina Coan##Brunno Machado de Campos##Paulo A. V. Miranda##Guilherme Cesar Soares Ruppert##Marcio L. F. Balthazar##Dr. Anderson Rocha (Associate Profes...##Fábio Cappabianco##Siome Goldenstein##Fernando de Goes,1
Walid G. Aref,purdue.edu,nan,Ahmed Elmagarmid##Mohamed Mokbel##Mourad Ouzzani##Ibrahim Kamel##Moustafa A. Hammad##Sunil Prabhakar##Hanan Samet##Ihab F. Ilyas##Ahmed M. Aly##Ahmed R. Mahmood##Mohamed Ali##Thanaa Ghanem##Yasin Silva##Mohamed Eltabakh##Mingjie Tang##Xingquan (Hill) Zhu##Qutaibah Malluhi##Mohamed Elfeky##Chi-Yin Chow##Daniel Barbara,1
Jennifer L Collinger,pitt.edu,University of Pittsburgh,Michael Boninger##Elizabeth Tyler-Kabara##Douglas Weber##Wei Wang##John E. Downey##Andrew  B. Schwartz##Robert A Gaunt##Jeffrey M. Weiss##Alicia Koontz##Stephen Foldes##Alan Degenhart##Brian Wodlinger##Sharlene Flesher##Ramana Vinjamuri##Gustavo Sudre##Daniel W. Moran##Angus JC McMorland##Rory A. Cooper##Shivayogi V. Hiremath##Sliman Bensmaia,1
Trung-Kien Tran,de.bosch.com,nan,Guohui Xiao##Birte Glimm##Daria Stepanova##Magdalena Ortiz##Thomas Eiter##Mantas Šimkus##Yevgeny Kazakov##Mohamed H. Gad-Elrab##Evgeny Kharlamov##Jannik Strötgen##Christophe Debruyne##Heike Adel##Annemarie Friedrich##Gerhard Weikum##Cristina  Feier##Dragan Milchevski,1
Clark Olson,uw.edu,nan,nan,1
Ram Gopal,wbs.ac.uk,nan,nan,1
Siddhartha Sen,microsoft.com,nan,Michael J. Freedman##Bernhard Haeupler##Matvey Arye##Ari Rabkin##Sunghwan Ihm##Rogers Mathew##Wyatt Lloyd##Jitendra Padhye##Markus Kraft##Nikolai Tillmann##Alexander Jaffe##Renato Werneck##Udi Wieder##Carlos A. Garcia##Charles E. Leiserson,1
Jefferson Luiz Brum Marques,ufsc.br,nan,nan,1
Christopher P. Fuhrman P.Eng. PhD,etsmtl.ca,ETS,Henri Nussbaumer##Hany Ammar##Ali Mili##Sébastien Rufiange##Michael J. McGuffin##Alain Abran##Jean-Dominique Decotignie##Bojan Cukic##Walid Abdelmoez##Guevara Noubir##Stéphane Ducasse##Matias Martinez##Anne Etien##Katerina Goseva Popstojanova##Roger Champagne##Benoît Verhaeghe##Nicolas Anquetil##EDUARDO OLIVEIRA MIRANDA##Alain April##Shawn Koppenhoefer - MacAdmin,1
Anton Jansen,fmf.nl,nan,Paris Avgeriou##Jan Bosch##Peng Liang##Antony Tang##Rafael Capilla##M. Ali Babar##Heiko Koziolek##Hans van Vliet##Patricia Lago##Hongyu Pei Breivold##Jilles van Gurp##Thomas Goldschmidt##Ivica Crnkovic##Kristian Sandström##Leo Hatvani##Cristina Seceleanu##Lai Xu##Paul Pettersson##Anne Koziolek (Martens),1
Stephen M. Cain,mail.wvu.edu,West Virginia University,nan,1
Eric W. M. Wong,cityu.edu.hk,City University of Hong Kong,Moshe Zukerman##Andrew Zalesky##Hai L. Vu##WANG Meiqian##Chuan Heng Foh##Jianan Zhang##Alan K H Yeung##Lachlan Andrew,1
Josh Berdine,fb.com,Facebook,Peter O'Hearn##Byron Cook##Dino Distefano##Mooly Sagiv##Hongseok Yang##Hayo Thielecke##Ganesan Ramalingam##Roman Manevich##Samin Ishtiaq##Thomas Wies##Uday Reddy##Oukseh Lee##Viktor Vafeiadis##Aleksandar Nanevski##Christoph M. Wintersteiger##Aws Albarghouthi##Zachary Kincaid##Ian Wehrman##Nick Benton,1
Hannes Saal,sheffield.ac.uk,University of Sheffield,Sliman Bensmaia##Benoit Delhaye##Sethu Vijayakumar##Louise Manfredi##Alison I Weber##Michael A. Harvey##Dustin J. Tyler PhD##Emily Graczyk##Justin Lieber##Roland S Johansson##Aneesha K. Suresh##Giulia Corniani##Patrick van der Smagt##Zoe Boundy-Singer##Peter König##Laura R Edmondson##Nicolas Heess##Tamar R. Makin##Daan B Wesselink##Professor Eleni Vasilaki,1
Arnon Sturm,bgu.ac.il,Ben-Gurion University of the Negev,Iris Reinhartz-Berger##Onn Shehory##Dov Dori##Eric Yu##Peretz Shoval##Azzam Maraee##Pnina Soffer##Davide Calvaresi##Tony Clark##Mauro Marinoni##Aldo Franco Dragoni##☕ Lior Rokach 📃##Yair Wand##Daniel Gross##Paolo Sernani##Daniel Cesarini##Jian Wang##Alexei Lapouchnian##Timothy Lethbridge##Amnon Meisels,1
Ori Amir,usc.edu,University of Southern California,Irving Biederman##Xiaokun Xu##Christoph von der Malsburg##Xiaomin Yue##Toben Mintz##Jiye G Kim##Mark Lescroart,1
Mohamed Daoudi Fellow of IAPR,imt-lille-douai.fr,nan,Jean-Philippe Vandeborre##Boulbaba Ben Amor Professor Senior...##Anuj Srivastava##Stefano Berretti##Hassen Drira##Alberto Del Bimbo##Julien Tierny##Chafik Samir##Guillaume Lavoue##Lahoucine Ballihi##Hedi Tabia##Rim Slama##Maxime Devanne##Anis Kacem##Halim Benhabiles Ph.D in CS##Bruno Jedynak##Colot Olivier##Faouzi Ghorbel##Saïd Mahmoudi##Juan-Carlos Alvarez Paiva,1
Leandro Zanotto,unicamp.br,University of Campinas,Guido Araujo##Paulo Cesar Telles de Souza##Gabriel Heerdt##Munir S. Skaf,1
Carlos José Pereira de Lucena,inf.puc-rio.br,PUC-Rio,nan,1
K Anders Ericsson,psy.fsu.edu,Florida State University,Andreas C. Lehmann##Paul Ward##Edward T. Cokely##Alice F. Healy##Paul J. Feltovich##Jean Côté##Eli Tsukayama##Tamara van Gog##Antti Oulasvirta##"Christian A. Meissner"##Michelene T.H. Chi,1
Dirk Pattinson,anu.edu.au,Australian National University,nan,1
Michael Fourman,ed.ac.uk,University of Edinburgh,Dana Scott##Martin Hyland##Peter Buneman##Roberto André Hexsel##Marwan Fayed##William Waites##Hayo Thielecke##Andre Scedrov,1
T. M. Rajkumar,miamioh.edu,Miami University,nan,1
Nursultan Imanberdiyev,e.ntu.edu.sg,nan,nan,1
Hassen Drira,imt-lille-douai.fr,nan,Stefano Berretti##Rim Slama##Baiqiang XIA##Raouia Mokni##Di Huang##Amor Ben Tanfous##Lahoucine Ballihi##Yunhong Wang##Zagrouba Ezzeddine##Walid Barhoumi##Sebastian Kurtek##Liming Chen##Remco C. Veltkamp,1
Jagabondhu Hazra,in.ibm.com,nan,nan,1
Devjeet Roy,wsu.edu,Washington State University,Venera Arnaoudova##Sarah Fakhoury##Yuzhan Ma##Sebastiano Panichella##Mehdi Mirakhorli##Annibale Panichella,1
Donna Harman,nist.gov,NIST,nan,1
Georgios Pierris PhD,ing.com,nan,Torbjorn S. Dahl##Nikolaos Mavridis##Michail G. Lagoudakis##Evaggelos Spyrou##Constantine D. Spyropoulos##Paolo Gallina##Chiraz BenAbdelkader##Stilianos Vidalis##Alexander Astaras##Charilaos Akasiadis##Zacharoula Papamitsiou##Alexandros Paraschos##Nikolaos I. Spanoudakis##Grigorios Tzortzis##Ioannis Anagnostou,1
Martin Mahaux,phusis-partners.com,nan,Patrick Heymans##Birgit Penzenstadler##Camille Salinesi##Germain Saval##Lemai Nguyen##Norbert Seyff##Luisa Mich##Ruzanna Chitchyan##Klaus Schmid,1
Awais Rashid,bristol.ac.uk,University of Bristol,Ruzanna Chitchyan##Ana Moreira##Joao Araujo##Professor Paul Rayson##Alessandro Garcia##Pete Sawyer##AMERICO SAMPAIO##Uirá Kulesza##Neil Loughran##Matthew Edwards##Bedir Tekinerdogan##Fabiano Ferrari##James Walkerdine##Pauline Anthonysamy##Gordon Blair##Jose Such##Sylvain Frey##Steffen Zschaler##Claudio Sant'Anna##Jose´ Carlos Maldonado,1
Arvin Sahaym,wsu.edu,Washington State University Pullman,Pyayt P. Oo##Sakdipon Juasrikul##H Kevin Steensma##Jonathan Arthurs##Niels Bjørn-Andersen##Saonee Sarker##Suprateek Sarker##Thomas H. Allison##Sang Kyun Kim##Michael Deane Howard##Warren Boeker##Stoney Brooks##Melissa Schilling##Jeffrey Q Barden##Babu (Lourduraj) John Mariadoss##chad milewicz##Sang-Youn Lee##John Cullen##Kristine Kuhn##Sam Yul Cho,1
Stephen France,business.msstate.edu,Mississippi State University,Ahmed Abbasi##Mahyar Sharif Vaghefi##Hsinchun Chen##Sanjoy Ghose##Huimin Zhao##Hui Xiong Fellow of AAAS and IEEE##Ulas Akkucuk##Yuying Shi,1
Timothy M Walker,ndm.ox.ac.uk,University of Oxford,nan,1
Professor Keith Phalp,bournemouth.ac.uk,Bournemouth University,Raian Ali##Mahmood Hosseini##Alimohammad Shahri##Jacqui Taylor##John McAlaney##Martin Shepperd##Huseyin Dogan##Amen Alrobai##Geetha Abeysinghe##Lai Xu##Vegard Engen##Steve Counsell##R J Walters##Dr. Paul Ton de Vrieze##Carolyn Mair##Peng Liang##Nada Hany Sherief##Fabiano Dalpiaz##Rami Bahsoon##Katarzyna Musial,1
Justin P. Rohrer,nps.edu,Naval Postgraduate School,James P.G. Sterbenz##Egemen K. Çetinkaya##David Hutchison##Mohammed J.F. Alenazi##Paul Smith##Hemanth Narra##Robert Beverly##Mahmood Hameed##Deep Medhi##Erik Perrins##Caterina Scoglio##Victor S. Frost##Geoffrey G. Xie##Ramkumar Cherukuri##Byrav Ramamurthy##Yufei Cheng##Tricha Anjali##Matthew Luckie##Andy Bavier##Ramakrishnan Durairajan,1
feifei zhao,ia.ac.cn,Institute of Automation Chinese Academy of Sciences,Yi Zeng,1
Adam Tsakalidis,turing.ac.uk,nan,Maria Liakata##Alexandra  I Cristea##Ioannis (Yiannis) Kompatsiaris##Symeon Papadopoulos##Arkaitz Zubiaga##Rob Procter##Theodoros (Theo) Damoulas##Alexander Voss##Weisi Guo##Pierpaolo Basile##Nikolaos Aletras##Jellinek Brigitte##Mihai Cucuringu##Lei Shi##Jonathan Foss##Mizue Kayama##Ahmed Alamri##Mohammad Alshehri##Rabab Ahmed Alkhalifa##Natalie Shapira,1
Chao-Yuan Wu,cs.utexas.edu,nan,Alex Smola##Philipp Krähenbühl##Amr Ahmed##Christoph Feichtenhofer##Alex Beutel##R. Manmatha##Ross Girshick##Minghui Qiu##Qiming Diao##Manzil Zaheer##Haoqi Fan##Chong Wang##Kaiming He##How Jing##Jing Jiang##Hexiang Hu##Devi Parikh##Kristen Grauman##Wei-Lin (Kimberly) Hsiao##Isay Katsman,1
Axel Polleres,wu.ac.at,Vienna University of Economics and Business,Dieter Fensel##Jürgen Umbrich##Stefan Decker##Dumitru Roman##Thomas Eiter##Andreas Harth##Javier D. Fernández##Sabrina Kirrane##Christoph Bussler##Michael Kifer##John Domingue##Wolfgang Faber##Sebastian Neumaier##Antoine Zimmermann##Nicola Leone##Cristina  Feier##Nuno Lopes##Stefan Bischof##Alexandre Passant##Simon Steyskal,1
Songphan Choemprayong,chula.ac.th,Chulalongkorn University,Laura Sheble##Sanghee Oh (오상희)##Carol Tenopir##Jeffrey Pomerantz##Hollie White##gary marchionini##Barbara Wildemuth##Wirote Aroonmanakun##Fabio Crestani##Sally Jo Cunningham##Taneya Y. Koonce##Pittayawat Pittayaporn,1
René van de Molengraft,chello.nl,nan,nan,1
Miaomiao DONG,huawei.com,nan,Taejoon Kim##Jingjin Wu##Eric W. M. Wong,1
C Huerta Alderete,lanl.gov,Los Alamos National Laboratory,Norbert Linke##Nhung H. Nguyen##Christopher Monroe##daiwei zhu##B. M. Rodríguez-Lara##C M Chandrashekar,1
Daniel McFarland,stanford.edu,Stanford University,Dan Jurafsky##Christopher D Manning##Reuben J Thomas##James Moody##Linus Dahlander##Daniel Ramage##David Diehl##Jure Leskovec##Craig M. Rawlings##Xiaolin Shi##Jason Chuang##Bas Hofstra##Rajesh Ranganath##Dan J. Wang##Jeffrey Heer##David Jurgens##Srijan Kumar##Sanne Smith##Ramesh Maruthi Nallapati##Eliza D. Evans,1
Thamer Rawashdeh,zuj.edu.jo,Al-zaytoonah University of Jordan,Dr. Ahmad Althunibat##mohamed fezari##Huda Ibrahim##Ismael Jannoud##Shafiz Affendi Mohd Yusof##Afaf Al-Neaimi##Rami Qahwaji,1
Xiaolin Shi,snap.com,nan,Lada Adamic##Jure Leskovec##Daniel McFarland##Belle Tseng##Ahmed Hassan Awadallah##Ryen W. White##Dan J. Wang##Yang Song##Lei Zhang##Rui CAI##Jun Zhu##Nick Craswell##Jiepu Jiang##Ramesh Maruthi Nallapati##Dan Jurafsky##Alex(Shaojie) Deng##yu-ru lin##Wen-Yen Chen,1
Jesse Fox,osu.edu,Ohio State University,Jeremy Bailenson##Michael D. Hanus##Sun Joo (Grace) Ahn##Katie Warber##Wai Yen Tang##Leo Yeykelis##Katheryn R. Christy##Hal Hershfield##Laura L. Carstensen##Jennifer J. Moreland##Margaret Rooney##Megan A. Vendemia##Joris H. Janssen##Dylan Arena##Bree McEwan##Kristine L. Nowak##Andrew Gambino##Bridget Potocki##Katherine Dale##Courtney Anderegg,1
Geraldo Tadeu Dos Santos,uem.br,UNIVERSIDADE ESTADUAL DE MARINGÁ,Julio Cesar Damasceno##Ronaldo Lopes Oliveira##Sharon Huws,1
Gabriele Bavota,usi.ch,Università della Svizzera italiana,Rocco Oliveto##Massimiliano Di Penta##Andrea De Lucia##Denys Poshyvanyk##Michele Lanza##Mario Linares-Vásquez##Fabio Palomba##Andrian Marcus##Michele Tufano##Carlos Bernal-Cárdenas##Sonia Haiduc##Barbara Russo##Luca Ponzanelli##Bin Lin##Christopher Vendome##Simone Scalabrino##Gerardo Canfora##Laura Moreno##Fiorella Zampetti##Dave Binkley,1
Weinan Gao,fit.edu,Florida Institute of Technology,Zhong-Ping Jiang##Kaan Ozbay##Yebin Wang##Yu Jiang##Adedapo Odekunle##Masoud Davari##F.L. Lewis##Zheng Fang##Frede Blaabjerg##Jingqin Gao##Mohammed Mynuddin##Yunfeng Chen##Ankush Chakrabarty##Rien Quirynen##Claus Danielson##Weitian Tong##Lei Chen##Yi Jiang | 姜艺##Tao Bian##Yongliang Yang,1
Sally Jo Cunningham,waikato.ac.nz,Waikato University,Ian H. Witten##David Bainbridge##Annika Hinze##Geoffrey Holmes##John Stephen Downie##David M. Nichols##Nicholas Vanderschantz##Claire Timpany##George Buchanan##Mark Apperley##Matt Jones##Eibe Frank##Jin Ha Lee##Craig Nevill-Manning##Mark Hall##malika mahoui##Ann Blandford##Gordon W. Paynter##Xiao Hu##Kahyun Choi,1
Yiguang Hong,iss.ac.cn,nan,Peng Yi(衣鹏)##Guodong Shi##Zhong-Ping Jiang##Daizhan Cheng##Karl H. Johansson##Youcheng Lou (娄有成)##Jiang Ping Hu##Linda Bushnell##Jie Huang##Lihua Xie##Ziyang Meng##Xiangru Xu##Xiaoming Hu##Kishor Trivedi##Tao Yang##Lixin Gao##Yutao Tang##Chao Zhai##Zongli Lin##Hua O. Wang,1
Franklin Cesar Flores,din.uem.br,State University of Maringá,nan,1
Eduard Hovy,cmu.edu,Carnegie Mellon University,Chin-Yew Lin##Xuezhe Ma##Teruko Mitamura##Deepak Ravichandran##Martha Stone Palmer##Soo-Min Kim##Diyi Yang##Jiwei Li##Patrick Pantel##Zhengzhong Liu##Chris Dyer##Donghui Feng##Sujay Kumar Jauhar##Stuart Shulman##Gully Burns##Bonnie Dorr##Zornitsa Kozareva##Dirk Hovy##Mitchell Marcus##Lori Levin,1
Maranda McBride,ncat.edu,North Carolina Agricultural and Technical State University,Lemuria Carter##Merrill Warkentin##Allen C. Johnston##Edem G. Tetteh Ph.D.##Timothy Mermagen,1
Carl K. Chang,iastate.edu,nan,nan,1
Mohan Kankanhalli,comp.nus.edu.sg,National University of Singapore,Yongkang WONG##Pradeep Atrey##Wei Qi Yan##Qi (Catherine) Zhao##Changsheng Xu##K. R. Ramakrishnan##Ramesh Jain##Tat-Seng Chua##Jun Wang##W. Randolph Franklin##Abdulmotaleb El Saddik##Bryan Kian Hsiang Low##Vivek K. Singh##Tam V. Nguyen##Shuicheng Yan Fellow of ACM SAEn...##Yogesh Singh Rawat##sharad mehrotra##A V Subramanyam##Radhakrishna Achanta,1
David M. Nichols,cs.waikato.ac.nz,University of Waikato,Michael Twidale##David Bainbridge##Ian H. Witten##Sally Jo Cunningham##Mark Rouncefield##David Milne##Annika Hinze##Dana McKay##Professor Andy Crabtree##Gordon W. Paynter##Tom Rodden##Pete Sawyer##Mark Apperley##Judy Bowen##Vandana Singh##Dr Anette Kira##Te Taka Keegan##Ann Blandford##J. Alfredo Sanchez##Anatoliy Gruzd,1
Timothy D. Bowman,wayne.edu,Wayne State University,Stefanie Haustein##Kim Holmberg##Cassidy R. Sugimoto##Vincent Larivière##Scott B. Weingart##Isabella Peters##Mike Thelwall,1
Mehul Motani,nus.edu.sg,National University of Singapore,Vikram Srinivasan##Hari Krishna Garg##Lawrence Wai-Choong Wong##Vincent Y. F. Tan##Anshoo Tandon##Teng Joon Lim##Kok-Kiong Yap##Lin Zhou##Wee-Seng Soh##Tony (Tie) Luo##Lawrence Ong##Chua Kee Chaing##Mandar Chitre##Rajshekhar Bhat (ರಾಜಶೇಖರ ಭಟ್ಟ)##Anirudh Natarajan##Wei Wang##Lav R. Varshney##HV Poor##Kang Xin##Wei Tsang Ooi,1
Sergei Lupashin,ethz.ch,nan,Raffaello D'Andrea##Mark W. Mueller##Markus Hehn##Angela Schoellig (Schöllig Schollig)##Federico Augugliaro##Daniel Huttenlocher,1
Leon Stenneth,cs.uic.edu,nan,Philip S. Yu##Ouri Wolfson##Zhenhua Zhang##Senzhang Wang##Lifang He##Jie Yang##Catalin B Capota##Ugo Buy##Daniel Ayala##Bhaskar DasGupta##Jane Lin##Yunjie Zhao##Tyrone Grandison##Sean Thorpe,1
